大ジャンル,商品カテゴリ,letter,長方形画像URL,円形画像URL,商品URL,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,お酒の使用,タンパク質_per_エネルギー,食物繊維_per_エネルギー,ナトリウム_per_エネルギー,カリウム_per_エネルギー,脂質_per_エネルギー,食塩相当量_per_エネルギー,糖質_per_エネルギー,トランス脂肪酸_per_エネルギー,飽和脂肪酸_per_エネルギー,カフェイン_per_エネルギー,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,健康偏差値,不健康偏差値
ビバレッジ,エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785548541/4524785548541_11_s.jpg,image_8e98e22b-332a-404f-a5bb-b322617d2b2a.png,https://menu.starbucks.co.jp/4524785548541,154.0,3.3,10.4,14.0,0.6,,,,,,,,,0.0214285714285714,,,,0.0675324675324675,0.0038961038961038,,,,,47.5,50.0,50.0,50.0,62.2,55.8,50.0,50.0,50.0,49.375,53.6
ビバレッジ,ティー｜TEAVANA™,ほうじ茶 まろやか キャラメル ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785556607/4524785556607_11_s.jpg,image_00a66856-7b49-476e-aa8d-4ce8ba0e720f.png,https://menu.starbucks.co.jp/4524785556607,367.0,13.3,18.3,38.1,0.4,1.0,37.1,184.0,586.0,0.4,11.1,37.0,,0.0362397820163487,0.0027247956403269,0.5013623978201635,1.5967302452316077,0.0498637602179836,0.0010899182561307,0.1010899182561308,0.0010899182561307,0.0302452316076294,0.1008174386920981,53.0,46.3,46.2,47.2,54.6,47.1,45.6,64.1,61.7,48.175,54.62
ビバレッジ,ティー｜TEAVANA™,ストロベリー ラベンダー ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785556645/4524785556645_11_s.jpg,image_8c609add-f0aa-4aec-ac53-aa529ed25eb5.png,https://menu.starbucks.co.jp/4524785556645,265.0,5.5,11.2,35.7,0.3,0.0,35.7,127.0,324.0,0.1,7.2,229.0,,0.020754716981132,0.0,0.4792452830188679,1.2226415094339622,0.0422641509433962,0.0011320754716981,0.1347169811320754,0.000377358490566,0.0271698113207547,0.8641509433962264,47.2,44.2,45.9,46.7,51.4,47.2,51.9,48.8,58.9,46.0,51.64
ビバレッジ,ティー｜TEAVANA™,ソイ チャイ ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785514560/4524785514560_11_s.jpg,image_b6638af5-1939-4b04-87bc-d0a07a97cfcd.png,https://menu.starbucks.co.jp/4524785514560,212.0,6.4,7.5,30.2,0.4,0.5,29.7,120.0,345.0,0.0,1.1,53.0,,0.030188679245283,0.0023584905660377,0.5660377358490566,1.6273584905660377,0.035377358490566,0.0018867924528301,0.1400943396226415,0.0,0.005188679245283,0.25,50.7,46.0,47.1,47.3,48.4,49.6,52.9,40.7,39.2,47.775,46.16
ビバレッジ,ティー｜TEAVANA™,ジョイフルメドレー ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785343993/4524785343993_11_s.jpg,image_1029d886-6394-4a10-8112-6504332e3c67.png,https://menu.starbucks.co.jp/4524785343993,181.0,6.6,6.3,24.7,0.2,0.0,24.7,85.0,309.0,0.2,3.7,50.0,,0.03646408839779,0.0,0.4696132596685083,1.707182320441989,0.0348066298342541,0.0011049723756906,0.13646408839779,0.0011049723756906,0.0204419889502762,0.2762430939226519,53.1,44.2,45.8,47.4,48.2,47.1,52.2,64.5,52.9,47.625,52.98
ビバレッジ,ティー｜TEAVANA™,ジョイフルメドレー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785348035/4524785348035_11_s.jpg,image_68bb349d-61e5-466e-a2e4-f31ad309e555.png,https://menu.starbucks.co.jp/4524785348035,2.0,0.0,0.0,0.5,0.01,0.0,0.5,4.0,30.0,0.0,0.0,50.0,,0.0,0.0,2.0,15.0,0.0,0.005,0.25,0.0,0.0,25.0,39.6,44.2,66.0,66.6,33.4,59.3,73.5,40.7,34.6,54.1,48.3
ビバレッジ,ティー｜TEAVANA™,ゆず シトラス & ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785461154/4524785461154_11_s.jpg,image_5fc83431-72ac-44b8-8fff-a4f908dae459.png,https://menu.starbucks.co.jp/4524785461154,119.0,0.2,0.1,29.3,0.01,0.6,28.7,3.0,101.0,0.0,0.0,101.0,,0.0016806722689075,0.0050420168067226,0.0252100840336134,0.8487394957983193,0.0008403361344537,8.403361344537815e-05,0.2411764705882353,0.0,0.0,0.8487394957983193,40.2,48.2,39.9,46.1,33.7,43.9,71.9,40.7,34.6,43.6,44.96
ビバレッジ,ティー｜TEAVANA™,チャイ ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785034204/4524785034204_11_s.jpg,image_9f78bf39-0201-42ab-82a2-1fd57a18bb3d.png,https://menu.starbucks.co.jp/4524785034204,220.0,6.7,6.3,34.4,0.2,0.2,34.2,82.0,331.0,0.2,3.7,53.0,,0.0304545454545454,0.0009090909090909,0.3727272727272727,1.5045454545454546,0.0286363636363636,0.0009090909090909,0.1554545454545454,0.0009090909090909,0.0168181818181818,0.2409090909090909,50.8,44.9,44.5,47.1,45.6,46.5,55.8,60.3,49.7,46.825,51.58
ビバレッジ,ティー｜TEAVANA™,ほうじ茶 ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785154681/4524785154681_11_s.jpg,image_b47ff5eb-cb2e-49b2-a4c6-e8187e61792f.png,https://menu.starbucks.co.jp/4524785154681,162.0,6.9,6.3,19.5,0.2,0.0,19.5,80.0,384.0,0.2,3.7,68.0,,0.0425925925925925,0.0,0.4938271604938271,2.3703703703703702,0.0388888888888888,0.0012345679012345,0.1203703703703703,0.0012345679012345,0.0228395061728395,0.419753086419753,55.3,44.2,46.1,48.3,49.9,47.5,49.2,67.3,55.1,48.475,53.8
ビバレッジ,ティー｜TEAVANA™,抹茶 ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785106499/4524785106499_11_s.jpg,image_31ef9df0-5395-459f-8a54-01b571d53d36.png,https://menu.starbucks.co.jp/4524785106499,225.0,7.5,6.6,34.7,0.2,0.9,33.8,80.0,346.0,0.2,3.7,78.0,,0.0333333333333333,0.004,0.3555555555555555,1.5377777777777777,0.0293333333333333,0.0008888888888888,0.1502222222222222,0.0008888888888888,0.0164444444444444,0.3466666666666667,51.9,47.4,44.3,47.1,45.9,46.5,54.8,59.8,49.3,47.675,51.26
ビバレッジ,ティー｜TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785304970/4524785304970_11_s.jpg,image_1210a954-740c-45c6-baa7-35f92ba14727.png,https://menu.starbucks.co.jp/4524785304970,184.0,6.6,6.3,25.1,0.2,0.0,25.1,80.0,339.0,0.2,3.7,101.0,,0.0358695652173913,0.0,0.4347826086956521,1.8423913043478264,0.0342391304347826,0.0010869565217391,0.1364130434782609,0.0010869565217391,0.0201086956521739,0.5489130434782609,52.8,44.2,45.3,47.6,48.0,47.1,52.2,64.1,52.6,47.475,52.8
ビバレッジ,ティー｜TEAVANA™,カモミール ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305465/4524785305465_11_s.jpg,image_f43bf8b4-8204-4d03-8675-60579fb45965.png,https://menu.starbucks.co.jp/4524785305465,179.0,6.6,6.3,24.4,0.2,0.0,24.4,86.0,301.0,0.2,3.7,0.0,,0.0368715083798882,0.0,0.4804469273743016,1.681564245810056,0.0351955307262569,0.0011173184357541,0.1363128491620111,0.0011173184357541,0.0206703910614525,0.0,53.2,44.2,45.9,47.3,48.4,47.2,52.2,64.7,53.1,47.65,53.12
ビバレッジ,ティー｜TEAVANA™,アール グレイ ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305076/4524785305076_11_s.jpg,image_401fd924-9c8f-484c-88b7-0b13a728643d.png,https://menu.starbucks.co.jp/4524785305076,180.0,6.6,6.3,24.5,0.2,0.0,24.5,80.0,327.0,0.2,3.7,78.0,,0.0366666666666666,0.0,0.4444444444444444,1.8166666666666669,0.0349999999999999,0.0011111111111111,0.1361111111111111,0.0011111111111111,0.0205555555555555,0.4333333333333333,53.1,44.2,45.4,47.5,48.3,47.1,52.2,64.6,53.0,47.55,53.04
ビバレッジ,ティー｜TEAVANA™,ゼンクラウド ウーロン ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785492820/4524785492820_11_s.jpg,image_19adf498-9aab-49b8-8f8b-9f356b5a6b52.png,https://menu.starbucks.co.jp/4524785492820,180.0,6.8,6.3,24.2,0.2,0.0,24.2,80.0,280.0,0.2,3.7,71.0,,0.0377777777777777,0.0,0.4444444444444444,1.5555555555555556,0.0349999999999999,0.0011111111111111,0.1344444444444444,0.0011111111111111,0.0205555555555555,0.3944444444444444,53.6,44.2,45.4,47.1,48.3,47.1,51.9,64.6,53.0,47.575,52.98
ビバレッジ,ティー｜TEAVANA™,アイスティー(ブラック),https://asset.menu.starbucks.co.jp/public/sku_images/4524785024748/4524785024748_11_s.jpg,image_8e498cdc-7350-4cac-b909-aa6e07fdfff7.png,https://menu.starbucks.co.jp/4524785024748,4.0,0.0,0.0,0.8,0.0,0.0,0.8,0.0,43.0,0.0,0.0,61.0,,0.0,0.0,0.0,10.75,0.0,0.0,0.2,0.0,0.0,15.25,39.6,44.2,39.6,60.5,33.4,43.7,64.2,40.7,34.6,45.975,43.32
ビバレッジ,ティー｜TEAVANA™,アイスティー(パッション),https://asset.menu.starbucks.co.jp/public/sku_images/4524785349193/4524785349193_11_s.jpg,image_69848856-dece-42e2-936a-076b851afb98.png,https://menu.starbucks.co.jp/4524785349193,4.0,0.0,0.0,1.3,0.0,0.0,1.3,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.325,0.0,0.0,0.0,39.6,44.2,39.6,57.9,33.4,43.7,87.6,40.7,34.6,45.325,48.0
ビバレッジ,ティー｜TEAVANA™,イングリッシュ ブレックファスト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305328/4524785305328_11_s.jpg,image_d90032b8-5eda-41ed-9498-01cb30454155.png,https://menu.starbucks.co.jp/4524785305328,5.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,60.0,0.0,0.0,101.0,,0.0,0.0,0.0,12.0,0.0,0.0,0.18,0.0,0.0,20.2,39.6,44.2,39.6,62.3,33.4,43.7,60.4,40.7,34.6,46.425,42.56
ビバレッジ,ティー｜TEAVANA™,アール グレイ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305366/4524785305366_11_s.jpg,image_c477d40b-735a-46d5-b7c5-042adc55fe0c.png,https://menu.starbucks.co.jp/4524785305366,2.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,48.0,0.0,0.0,78.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.35,0.0,0.0,39.0,39.6,44.2,39.6,79.7,33.4,43.7,92.3,40.7,34.6,50.775,48.94
ビバレッジ,ティー｜TEAVANA™,カモミール,https://asset.menu.starbucks.co.jp/public/sku_images/4524785305571/4524785305571_11_s.jpg,image_e49d3601-6d4c-4c96-aa1a-ed38c908b34c.png,https://menu.starbucks.co.jp/4524785305571,0.0,0.0,0.0,0.2,0.01,0.0,0.2,6.0,22.0,0.0,0.0,0.0,,,,,,,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
ビバレッジ,ティー｜TEAVANA™,ユースベリー®,https://asset.menu.starbucks.co.jp/public/sku_images/4524785309104/4524785309104_11_s.jpg,image_d1e0d51d-2345-4a14-b10c-764b2dee6223.png,https://menu.starbucks.co.jp/4524785309104,5.0,0.0,0.0,0.9,0.008,0.0,0.9,3.0,21.0,0.0,0.0,9.0,,0.0,0.0,0.6,4.2,0.0,0.0016,0.18,0.0,0.0,1.8,39.6,44.2,47.5,51.0,33.4,48.7,60.4,40.7,34.6,45.575,43.56
ビバレッジ,ティー｜TEAVANA™,ほうじ茶,https://asset.menu.starbucks.co.jp/public/sku_images/4524785155473/4524785155473_11_s.jpg,image_e1327a7c-7305-45d6-8620-0c9e397b86b0.png,https://menu.starbucks.co.jp/4524785155473,3.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,105.0,0.0,0.0,68.0,,0.0999999999999999,0.0,0.0,35.0,0.0,0.0,0.0999999999999999,0.0,0.0,22.666666666666668,76.6,44.2,39.6,95.6,33.4,43.7,45.4,40.7,34.6,64.0,39.56
ビバレッジ,ティー｜TEAVANA™,ゼンクラウド ウーロン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785492868/4524785492868_11_s.jpg,image_45e34da0-12b5-4995-b229-65a8ef5c7ccd.png,https://menu.starbucks.co.jp/4524785492868,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,113.7,44.2,39.6,44.9,33.4,43.7,26.6,40.7,34.6,60.6,35.8
ビバレッジ,ティー｜TEAVANA™,ゆず & シトラス ラベンダー セージ ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445499/4524785445499_11_s.jpg,image_9d589642-5d94-4106-bc0a-e01a4f81c99b.png,https://menu.starbucks.co.jp/4524785445499,157.0,0.2,0.1,40.1,0.2,,,,,,,,,0.0012738853503184,,,,0.0006369426751592,0.0012738853503184,,,,,40.0,50.0,50.0,50.0,33.6,47.7,50.0,50.0,50.0,47.5,46.26
ビバレッジ,ティー｜TEAVANA™,ストロベリー & パッション ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445529/4524785445529_11_s.jpg,image_16f586be-d8c6-44a2-ac93-1a27570220c9.png,https://menu.starbucks.co.jp/4524785445529,96.0,0.1,0.5,22.9,0.01,,,,,,,,,0.0010416666666666,,,,0.0052083333333333,0.0001041666666666,,,,,39.9,50.0,50.0,50.0,35.6,44.0,50.0,50.0,50.0,47.475,45.92
ビバレッジ,ティー｜TEAVANA™,和三蜜 抹茶 ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445628/4524785445628_11_s.jpg,image_13f36af7-e32f-4aa2-8a23-6ec501b541bb.png,https://menu.starbucks.co.jp/4524785445628,309.0,13.6,11.7,38.6,0.3,,,,,,,,,0.0440129449838187,,,,0.0378640776699029,0.0009708737864077,,,,,55.9,50.0,50.0,50.0,49.5,46.7,50.0,50.0,50.0,51.475,49.24
ビバレッジ,ティー｜TEAVANA™,和三蜜 ほうじ茶 ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785445611/4524785445611_11_s.jpg,image_52ea7269-fe34-4ba3-a66e-ce76259c35b2.png,https://menu.starbucks.co.jp/4524785445611,310.0,13.2,11.8,39.0,0.3,,,,,,,,,0.0425806451612903,,,,0.0380645161290322,0.0009677419354838,,,,,55.3,50.0,50.0,50.0,49.6,46.7,50.0,50.0,50.0,51.325,49.26
ビバレッジ,ティー｜TEAVANA™,ジャパニーズ チャイ ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785498372/4524785498372_11_s.jpg,image_80e57192-dd67-4656-b14e-5fa8aa293c8b.png,https://menu.starbucks.co.jp/4524785498372,316.0,12.5,11.5,41.5,0.3,,,,,,,,,0.0395569620253164,,,,0.0363924050632911,0.0009493670886075,,,,,54.2,50.0,50.0,50.0,48.9,46.6,50.0,50.0,50.0,51.05,49.1
ビバレッジ,ティー｜TEAVANA™,アイスティー（シトラス ラベンダー セージ）,https://asset.menu.starbucks.co.jp/public/sku_images/4524785519381/4524785519381_11_s.jpg,image_7d499f36-c6ab-4d6b-b694-8feab9a5e16d.png,https://menu.starbucks.co.jp/4524785519381,40.0,0.0,0.0,10.8,0.1,,,,,,,,,0.0,,,,0.0,0.0025,,,,,39.6,50.0,50.0,50.0,33.4,51.5,50.0,50.0,50.0,47.4,46.98
ビバレッジ,ティー｜TEAVANA™,アール グレイ クラシックティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785538993/4524785538993_11_s.jpg,image_c73e247c-b07c-4a77-8f06-8aca20139e9e.png,https://menu.starbucks.co.jp/4524785538993,300.0,12.9,11.7,37.0,0.3,,,,,,,,,0.043,,,,0.039,0.001,,,,,55.5,50.0,50.0,50.0,50.0,46.8,50.0,50.0,50.0,51.375,49.36
ビバレッジ,ティー｜TEAVANA™,シトラス ラベンダー セージ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785533394/4524785533394_11_s.jpg,image_f7e775e8-d9b0-430d-a6c0-e745e326d71d.png,https://menu.starbucks.co.jp/4524785533394,14.0,0.0,0.0,4.0,0.04,,,,,,,,,0.0,,,,0.0,0.0028571428571428,,,,,39.6,50.0,50.0,50.0,33.4,52.6,50.0,50.0,50.0,47.4,47.2
ビバレッジ,ティー｜TEAVANA™,アイスティー(アール グレイ),https://asset.menu.starbucks.co.jp/public/sku_images/4524785538948/4524785538948_11_s.jpg,image_5f353dd5-3cd2-4691-8c08-41269f7776c0.png,https://menu.starbucks.co.jp/4524785538948,2.0,0.0,0.0,0.6,0.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,39.6,50.0,50.0,50.0,33.4,43.7,50.0,50.0,50.0,47.4,45.42
ビバレッジ,ティー｜TEAVANA™,ジョイフルメドレー フルリーフ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785557222/4524785557222_11_s.jpg,image_734c0690-d0e0-46c6-ad6d-e071c49ab002.png,https://menu.starbucks.co.jp/4524785557222,20.0,1.0,1.0,5.0,0.01,,,,,,,,,0.05,,,,0.05,0.0005,,,,,58.1,50.0,50.0,50.0,54.7,45.2,50.0,50.0,50.0,52.025,49.98
ビバレッジ,ティー｜TEAVANA™,ジョイフルメドレー アプリコット ＆ ムース ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785484887/4524785484887_11_s.jpg,image_5dea5ec9-d224-4798-9689-06bd3e490663.png,https://menu.starbucks.co.jp/4524785484887,211.0,3.9,8.5,31.3,0.1,,,,,,,,,0.0184834123222748,,,,0.0402843601895734,0.000473933649289,,,,,46.4,50.0,50.0,50.0,50.5,45.2,50.0,50.0,50.0,49.1,49.14
ビバレッジ,ティー｜TEAVANA™,ルワンダ ブラック ティー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785550834/4524785550834_11_s.jpg,image_8f99bc90-eda8-4fb7-9db4-0bbe6d16921b.png,https://menu.starbucks.co.jp/4524785550834,7.0,0.6,0.1,1.6,0.0,,,,,,,,,0.0857142857142857,,,,0.0142857142857142,0.0,,,,,71.3,50.0,50.0,50.0,39.4,43.7,50.0,50.0,50.0,55.325,46.62
ビバレッジ,ティー｜TEAVANA™,ルイボス ティー ラテ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785550827/4524785550827_11_s.jpg,image_9b50692c-f893-4aba-9111-975b6c7077ee.png,https://menu.starbucks.co.jp/4524785550827,184.0,6.2,5.8,27.0,0.2,,,,,,,,,0.033695652173913,,,,0.0315217391304347,0.0010869565217391,,,,,52.0,50.0,50.0,50.0,46.8,47.1,50.0,50.0,50.0,50.5,48.78
ビバレッジ,ティー｜TEAVANA™,マジェスティック チャイ ウーロン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785533400/4524785533400_11_s.jpg,image_478dc920-e705-4758-930f-77c0baa0c28e.png,https://menu.starbucks.co.jp/4524785533400,10.0,1.0,1.0,1.0,0.3,,,,,,,,,0.1,,,,0.1,0.03,,,,,76.6,50.0,50.0,50.0,76.0,137.3,50.0,50.0,50.0,56.65,72.66
フード,デザート,ニューヨークチーズケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785308985/4524785308985_11_s.jpg,image_fdfc380f-dda8-44b7-8c44-61222e6ac4d0.png,https://menu.starbucks.co.jp/4524785308985,414.0,6.6,29.9,30.1,0.7,1.0,29.1,258.0,109.0,0.3,12.8,,なし,0.0159420289855072,0.002415458937198,0.6231884057971014,0.2632850241545894,0.0722222222222222,0.0016908212560386,0.0702898550724637,0.0007246376811594,0.0309178743961352,,45.5,46.1,47.8,45.3,64.2,49.0,39.8,56.3,62.3,46.175,54.32
フード,デザート,米粉の抹茶ロールケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785555723/4524785555723_11_s.jpg,image_e15e7269-b826-47e1-8450-2b4ae02051d2.png,https://menu.starbucks.co.jp/4524785555723,251.0,3.4,12.2,32.4,0.3,0.7,31.7,133.0,149.0,0.0,7.3,,なし,0.0135458167330677,0.0027888446215139,0.5298804780876494,0.5936254980079682,0.048605577689243,0.0011952191235059,0.1262948207171314,0.0,0.0290836653386454,,44.6,46.4,46.6,45.8,54.1,47.4,50.3,40.7,60.7,45.85,50.64
フード,デザート,オレンジのカスタードタルト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785555716/4524785555716_11_s.jpg,image_5eea42b1-3ef2-43e7-bf77-02547732e801.png,https://menu.starbucks.co.jp/4524785555716,377.0,5.6,25.2,32.6,0.1,1.4,31.2,56.0,162.0,0.2,11.1,,なし,0.0148541114058355,0.0037135278514588,0.1485411140583554,0.4297082228116711,0.0668435013262599,0.0002652519893899,0.0827586206896551,0.0005305039787798,0.0294429708222811,,45.1,47.1,41.5,45.5,61.9,44.5,42.2,52.1,61.0,44.8,52.34
フード,デザート,チョコレートクランブル ムースケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785553378/4524785553378_11_s.jpg,image_35653eb4-b6e7-408c-bd73-4f27d6824e66.png,https://menu.starbucks.co.jp/4524785553378,371.0,4.2,23.6,36.4,0.1,2.1,34.3,24.0,192.0,0.1,11.8,,なし,0.0113207547169811,0.0056603773584905,0.0646900269541779,0.5175202156334232,0.0636118598382749,0.0002695417789757,0.0924528301886792,0.0002695417789757,0.0318059299191374,,43.8,48.7,40.4,45.6,60.5,44.5,44.0,46.5,63.1,44.625,51.72
