大ジャンル,商品カテゴリ,letter,長方形画像URL,円形画像URL,商品URL,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,お酒の使用,タンパク質_per_エネルギー,食物繊維_per_エネルギー,ナトリウム_per_エネルギー,カリウム_per_エネルギー,脂質_per_エネルギー,食塩相当量_per_エネルギー,糖質_per_エネルギー,トランス脂肪酸_per_エネルギー,飽和脂肪酸_per_エネルギー,カフェイン_per_エネルギー,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,健康偏差値,不健康偏差値
フード,デザート,ナッツ＆キャラメルチーズケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785553415/4524785553415_11_s.jpg,image_719af1a1-b736-4f56-90a7-0079523fb0c7.png,https://menu.starbucks.co.jp/4524785553415,430.0,5.8,29.4,36.4,0.4,1.4,35.0,152.0,121.0,0.2,13.2,,なし,0.0134883720930232,0.0032558139534883,0.3534883720930232,0.2813953488372093,0.0683720930232558,0.0009302325581395,0.0813953488372093,0.0004651162790697,0.0306976744186046,,44.6,46.8,44.2,45.3,62.5,46.6,41.9,50.7,62.1,45.225,52.76
フード,デザート,ホワイトモカケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785453470/4524785453470_11_s.jpg,image_c7655cbe-5477-48db-878a-c9beb8ff5415.png,https://menu.starbucks.co.jp/4524785453470,302.0,3.9,21.1,24.9,0.2,0.8,24.1,57.0,96.0,0.0,9.0,,あり（アルコール分0.2%）,0.0129139072847682,0.0026490066225165,0.1887417218543046,0.3178807947019867,0.0698675496688741,0.0006622516556291,0.0798013245033112,0.0,0.0298013245033112,,44.3,46.3,42.1,45.4,63.2,45.7,41.6,40.7,61.3,44.525,50.5
フード,デザート,宇治抹茶シフォンケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785488816/4524785488816_11_s.jpg,image_5ca38a67-2daa-452b-ab09-fe17d5b38287.png,https://menu.starbucks.co.jp/4524785488816,298.0,4.2,19.6,26.5,0.2,0.6,25.9,65.0,101.0,0.1,10.3,,なし,0.0140939597315436,0.0020134228187919,0.2181208053691275,0.3389261744966443,0.0657718120805369,0.0006711409395973,0.0869127516778523,0.0003355704697986,0.0345637583892617,,44.8,45.8,42.5,45.4,61.4,45.8,42.9,47.9,65.6,44.625,52.72
フード,ペストリー,チョコレートチャンクスコーン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785496972/4524785496972_11_s.jpg,image_eeec80f4-813d-468b-8e42-510e76021d25.png,https://menu.starbucks.co.jp/4524785496972,358.0,6.3,17.4,45.1,1.2,2.2,42.9,472.0,141.0,0.1,9.1,,なし,0.0175977653631284,0.006145251396648,1.318435754189944,0.3938547486033519,0.0486033519553072,0.0033519553072625,0.1198324022346368,0.0002793296089385,0.0254189944134078,,46.1,49.1,57.0,45.5,54.1,54.1,49.1,46.7,57.4,49.425,52.28
フード,ペストリー,キャラメルトフィースコーン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785523043/4524785523043_11_s.jpg,image_41d4e2f2-81c2-4897-a735-cd5bb7fb6105.png,https://menu.starbucks.co.jp/4524785523043,325.0,5.5,13.5,46.1,0.5,1.3,44.8,200.0,99.0,0.1,6.4,,なし,0.0169230769230769,0.004,0.6153846153846154,0.3046153846153846,0.0415384615384615,0.0015384615384615,0.1378461538461538,0.0003076923076923,0.0196923076923076,,45.8,47.4,47.7,45.3,51.1,48.5,52.5,47.3,52.2,46.55,50.32
フード,ペストリー,シナモンロール,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508361/4524785508361_11_s.jpg,image_677b6f20-bf10-45dc-8a71-77bc6af62843.png,https://menu.starbucks.co.jp/4524785508361,549.0,9.0,29.1,64.1,0.8,2.1,62.0,335.0,114.0,0.1,11.3,,なし,0.0163934426229508,0.0038251366120218,0.6102003642987249,0.2076502732240437,0.0530054644808743,0.0014571948998178,0.1129326047358834,0.0001821493624772,0.0205828779599271,,45.6,47.2,47.6,45.2,56.0,48.2,47.8,44.6,53.0,46.4,49.92
フード,ペストリー,アメリカンワッフル,https://asset.menu.starbucks.co.jp/public/sku_images/4524785466562/4524785466562_11_s.jpg,image_1999bc80-9136-4b35-a18b-a3ce7fcfac11.png,https://menu.starbucks.co.jp/4524785466562,248.0,6.3,11.9,29.1,0.8,0.6,28.5,333.0,88.0,0.1,4.8,,なし,0.0254032258064516,0.0024193548387096,1.342741935483871,0.3548387096774194,0.0479838709677419,0.0032258064516129,0.1149193548387096,0.0004032258064516,0.0193548387096774,,49.0,46.1,57.3,45.4,53.8,53.7,48.2,49.4,51.9,49.45,51.4
フード,ペストリー,シュガードーナツ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508385/4524785508385_11_s.jpg,image_632152a8-e5a0-4a8a-8c32-b265182675af.png,https://menu.starbucks.co.jp/4524785508385,360.0,4.5,21.4,38.0,0.5,1.1,36.9,207.0,43.0,0.1,7.8,,なし,0.0125,0.0030555555555555,0.575,0.1194444444444444,0.0594444444444444,0.0013888888888888,0.1025,0.0002777777777777,0.0216666666666666,,44.2,46.6,47.2,45.1,58.7,48.0,45.9,46.7,54.0,45.775,50.66
フード,ペストリー,抹茶クリームドーナツ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558311/4524785558311_11_s.jpg,image_386d6b08-e893-4c90-bb43-a4940b1a53ae.png,https://menu.starbucks.co.jp/4524785558311,429.0,5.0,26.5,43.4,0.6,1.6,41.8,219.0,67.0,0.1,10.2,,なし,0.0116550116550116,0.0037296037296037,0.5104895104895105,0.1561771561771562,0.0617715617715617,0.0013986013986013,0.0974358974358974,0.0002331002331002,0.0237762237762237,,43.9,47.1,46.3,45.1,59.7,48.0,44.9,45.7,55.9,45.6,50.84
フード,ペストリー,チョコレートクリームドーナツ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785511187/4524785511187_11_s.jpg,image_ad02472d-c585-43d6-8580-92c35bb24ca4.png,https://menu.starbucks.co.jp/4524785511187,408.0,6.2,25.0,40.9,0.6,3.1,37.8,230.0,214.0,0.1,12.2,,なし,0.0151960784313725,0.0075980392156862,0.5637254901960784,0.5245098039215687,0.0612745098039215,0.0014705882352941,0.0926470588235294,0.0002450980392156,0.0299019607843137,,45.2,50.2,47.0,45.7,59.5,48.3,44.0,46.0,61.4,47.025,51.84
フード,ペストリー,バナナの米粉マフィン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785537354/4524785537354_11_s.jpg,image_80e2c8b1-8279-4f7e-9ad0-16aa279d5a5d.png,https://menu.starbucks.co.jp/4524785537354,301.0,3.6,12.5,44.0,0.5,0.6,43.4,190.0,61.0,0.1,3.2,,なし,0.0119601328903654,0.0019933554817275,0.6312292358803987,0.2026578073089701,0.0415282392026578,0.0016611295681063,0.1441860465116279,0.0003322259136212,0.0106312292358804,,44.0,45.8,47.9,45.2,51.1,48.9,53.7,47.9,44.1,45.725,49.14
フード,ペストリー,あんバターサンド,https://asset.menu.starbucks.co.jp/public/sku_images/4524785529755/4524785529755_11_s.jpg,image_8e9d7f01-2675-4c7f-91c7-264324a36abc.png,https://menu.starbucks.co.jp/4524785529755,267.0,6.0,9.1,41.3,0.6,2.2,39.1,228.0,76.0,0.1,4.5,,なし,0.0224719101123595,0.0082397003745318,0.8539325842696629,0.2846441947565543,0.0340823970037453,0.0022471910112359,0.146441947565543,0.0003745318352059,0.0168539325842696,,47.9,50.7,50.9,45.3,47.9,50.7,54.1,48.8,49.7,48.7,50.24
フード,ペストリー,もっちりボール アールグレイ＆ハニーミルク,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558328/4524785558328_11_s.jpg,image_66343f43-5927-44f0-991a-d5d8540c241f.png,https://menu.starbucks.co.jp/4524785558328,307.0,8.2,13.8,38.1,0.8,1.2,36.9,315.0,65.0,0.0,2.4,,なし,0.0267100977198697,0.0039087947882736,1.026058631921824,0.2117263843648208,0.0449511400651465,0.0026058631921824,0.1201954397394136,0.0,0.0078175895765472,,49.5,47.3,53.1,45.2,52.5,51.8,49.2,40.7,41.6,48.775,47.16
フード,ペストリー,マロンパウンドケーキ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785546721/4524785546721_11_s.jpg,image_4f01ee4b-b2c5-4428-a8cd-d06c7ec07d4d.png,https://menu.starbucks.co.jp/4524785546721,309.0,3.5,18.0,33.6,0.1,0.9,32.7,45.0,76.0,0.1,7.3,,なし,0.0113268608414239,0.0029126213592233,0.145631067961165,0.2459546925566343,0.058252427184466,0.0003236245954692,0.1058252427184466,0.0003236245954692,0.0236245954692556,,43.8,46.5,41.5,45.2,58.2,44.7,46.5,47.7,55.8,44.25,50.58
フード,ペストリー,アーモンドクロッカン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785546745/4524785546745_11_s.jpg,image_525c37f8-596e-46aa-bf35-d4a4f055ac83.png,https://menu.starbucks.co.jp/4524785546745,378.0,7.0,21.2,41.1,0.8,2.7,38.4,313.0,208.0,0.1,6.5,,なし,0.0185185185185185,0.0071428571428571,0.828042328042328,0.5502645502645502,0.056084656084656,0.0021164021164021,0.1015873015873015,0.0002645502645502,0.0171957671957671,,46.4,49.9,50.5,45.7,57.3,50.3,45.7,46.4,50.0,48.125,49.94
フード,ペストリー,[ドライブスルー店販売]抹茶あんバターサンド,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558335/4524785558335_11_s.jpg,image_2f4a3951-40a7-4820-8211-c8ce2e706ae2.png,https://menu.starbucks.co.jp/4524785558335,243.0,6.0,6.5,41.3,0.6,2.5,38.8,238.0,71.0,0.1,3.5,,なし,0.0246913580246913,0.0102880658436214,0.9794238683127572,0.2921810699588477,0.0267489711934156,0.0024691358024691,0.1596707818930041,0.0004115226337448,0.0144032921810699,,48.7,52.4,52.5,45.3,44.8,51.4,56.6,49.6,47.5,49.725,49.98
フード,ペストリー,ベーコンとほうれん草のキッシュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785438460/4524785438460_11_s.jpg,image_2f7833bc-8057-4813-b289-50c31418d080.png,https://menu.starbucks.co.jp/4524785438460,343.0,8.4,24.4,23.1,1.6,1.7,21.4,644.0,167.0,0.2,11.2,,なし,0.0244897959183673,0.0049562682215743,1.8775510204081636,0.4868804664723032,0.071137026239067,0.0046647230320699,0.0623906705539358,0.0005830903790087,0.0326530612244897,,48.6,48.1,64.4,45.6,63.7,58.2,38.3,53.3,63.9,51.675,55.48
フード,ペストリー,あらびきソーセージパイ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785461512/4524785461512_11_s.jpg,image_9c49af9b-e676-402f-b5ec-c0be61ff8b58.png,https://menu.starbucks.co.jp/4524785461512,343.0,8.8,21.5,28.6,1.6,1.4,27.2,644.0,140.0,0.1,8.2,,なし,0.0256559766763848,0.0040816326530612,1.8775510204081636,0.4081632653061224,0.0626822157434402,0.0046647230320699,0.0793002915451895,0.0002915451895043,0.0239067055393586,,49.1,47.4,64.4,45.5,60.1,58.2,41.5,47.0,56.0,51.6,52.56
フード,サンドイッチ,ハム＆マリボーチーズ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785447462/4524785447462_11_s.jpg,image_01a12656-c1da-49bd-98d8-b41337efe1e8.png,https://menu.starbucks.co.jp/4524785447462,342.0,19.0,12.7,39.4,1.8,3.1,36.3,718.0,169.0,0.2,5.6,,なし,0.0555555555555555,0.0090643274853801,2.0994152046783627,0.4941520467836257,0.0371345029239766,0.0052631578947368,0.1061403508771929,0.0005847953216374,0.0163742690058479,,60.1,51.4,67.3,45.6,49.2,60.1,46.5,53.3,49.3,56.1,51.68
フード,サンドイッチ,ヴィーナソーセージ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785516144/4524785516144_11_s.jpg,image_f85979c1-241c-4139-8f63-cd6ee3b17cc5.png,https://menu.starbucks.co.jp/4524785516144,470.0,16.7,23.3,50.7,2.8,4.4,46.3,1092.0,296.0,0.0,6.3,,なし,0.035531914893617,0.0093617021276595,2.323404255319149,0.6297872340425532,0.0495744680851063,0.0059574468085106,0.0985106382978723,0.0,0.0134042553191489,,52.7,51.6,70.3,45.8,54.5,62.3,45.1,40.7,46.6,55.1,49.84
フード,サンドイッチ,バジルチキン＆トマトモッツァレラ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785552524/4524785552524_11_s.jpg,image_e7f06697-6681-4f07-aa3c-61434ceb59a8.png,https://menu.starbucks.co.jp/4524785552524,319.0,18.9,8.5,43.6,2.0,3.9,39.7,785.0,308.0,0.0,2.4,,なし,0.0592476489028213,0.0122257053291536,2.4608150470219434,0.9655172413793104,0.0266457680250783,0.006269592476489,0.1244514106583072,0.0,0.0075235109717868,,61.5,53.9,72.1,46.3,44.7,63.2,50.0,40.7,41.3,58.45,47.98
フード,サンドイッチ,キーマカレー 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785537392/4524785537392_11_s.jpg,image_fb33bc3d-3ac4-4310-80d6-93ce85d6723e.png,https://menu.starbucks.co.jp/4524785537392,325.0,12.8,7.1,52.7,2.0,5.2,47.5,806.0,346.0,0.0,1.9,,あり（アルコール分0.1%未満）,0.0393846153846153,0.016,2.48,1.0646153846153843,0.0218461538461538,0.0061538461538461,0.1461538461538461,0.0,0.0058461538461538,,54.2,56.9,72.4,46.4,42.7,62.9,54.1,40.7,39.8,57.475,48.04
フード,サンドイッチ,あらびきソーセージパティ＆スクランブルエッグ イングリッシュマフィン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785521964/4524785521964_11_s.jpg,image_6439f1f2-50d5-4989-9e1b-2817f9dcb9d4.png,https://menu.starbucks.co.jp/4524785521964,320.0,16.8,15.2,28.9,2.1,2.9,26.0,834.0,209.0,0.1,5.3,,あり（アルコール分0.1%未満）,0.0525,0.0090625,2.60625,0.653125,0.0475,0.0065625,0.08125,0.0003125,0.0165625,,59.0,51.4,74.0,45.8,53.6,64.2,41.9,47.4,49.4,57.55,51.3
フード,サンドイッチ,セミドライトマトのピザトースト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785552517/4524785552517_11_s.jpg,image_2480de04-5087-4c08-b89b-81ac9ad2e39a.png,https://menu.starbucks.co.jp/4524785552517,232.0,7.2,6.0,38.7,1.5,2.6,36.1,596.0,250.0,0.0,1.5,,なし,0.0310344827586206,0.0112068965517241,2.5689655172413794,1.0775862068965518,0.0258620689655172,0.0064655172413793,0.1556034482758621,0.0,0.0064655172413793,,51.1,53.1,73.5,46.5,44.4,63.8,55.8,40.7,40.4,56.05,49.02
フード,サンドイッチ,クラブハウスサンド 石窯カンパーニュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785546769/4524785546769_11_s.jpg,image_1316fe4a-124f-4b2f-9483-3de6882f7ecd.png,https://menu.starbucks.co.jp/4524785546769,294.0,17.8,13.5,25.4,2.2,2.6,22.8,856.0,276.0,0.0,3.1,,なし,0.0605442176870748,0.0088435374149659,2.9115646258503403,0.9387755102040816,0.0459183673469387,0.0074829931972789,0.0775510204081632,0.0,0.0105442176870748,,62.0,51.2,78.1,46.3,52.9,67.0,41.2,40.7,44.0,59.4,49.16
フード,サンドイッチ,ハム＆クリームチーズ 石窯カンパーニュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785531918/4524785531918_11_s.jpg,image_8b0704d6-e6d0-479b-b9d4-3a691582e38b.png,https://menu.starbucks.co.jp/4524785531918,272.0,16.0,13.8,22.0,1.6,2.1,19.9,605.0,190.0,0.0,4.1,,あり（アルコール分0.1%未満）,0.0588235294117647,0.0077205882352941,2.224264705882353,0.6985294117647058,0.050735294117647,0.0058823529411764,0.0731617647058823,0.0,0.0150735294117647,,61.4,50.3,69.0,45.9,55.0,62.0,40.4,40.7,48.1,56.65,49.24
フード,サンドイッチ,根菜チキン サラダラップ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785529779/4524785529779_11_s.jpg,image_bdf007d6-fdeb-4ab1-a4ed-269321f16649.png,https://menu.starbucks.co.jp/4524785529779,200.0,8.4,9.2,21.9,1.3,2.2,19.7,503.0,168.0,0.0,1.8,,なし,0.042,0.011,2.515,0.84,0.046,0.0065,0.0984999999999999,0.0,0.009,,55.1,53.0,72.8,46.1,53.0,64.0,45.1,40.7,42.6,56.75,49.08
フード,サンドイッチ,えびアボカド サラダラップ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785558342/4524785558342_11_s.jpg,image_e78b168c-383f-401b-a037-4f5c311b22fc.png,https://menu.starbucks.co.jp/4524785558342,273.0,7.3,14.7,28.0,2.0,2.9,25.1,798.0,252.0,0.0,2.6,,なし,0.0267399267399267,0.0106227106227106,2.923076923076923,0.9230769230769232,0.0538461538461538,0.0073260073260073,0.0919413919413919,0.0,0.0095238095238095,,49.5,52.6,78.2,46.2,56.3,66.5,43.9,40.7,43.1,56.625,50.1
フード,パッケージフード,ブラウニー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785549845/4524785549845_11_s.jpg,image_a01401b7-30ff-4e89-b24b-d4bb56147b49.png,https://menu.starbucks.co.jp/4524785549845,206.0,3.0,12.9,20.4,0.1,1.7,18.7,48.0,138.0,0.1,5.6,,なし,0.0145631067961165,0.008252427184466,0.233009708737864,0.6699029126213593,0.0626213592233009,0.0004854368932038,0.0907766990291262,0.0004854368932038,0.0271844660194174,,45.0,50.8,42.6,45.9,60.1,45.2,43.7,51.2,59.0,46.075,51.84
フード,パッケージフード,チョコレートチャンククッキー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508422/4524785508422_11_s.jpg,image_76dcc6ed-0a35-42ed-95a4-3c6219a24610.png,https://menu.starbucks.co.jp/4524785508422,279.0,2.9,12.4,39.9,0.3,1.9,38.0,126.0,102.0,0.1,5.6,,なし,0.0103942652329749,0.0068100358422939,0.4516129032258064,0.3655913978494624,0.0444444444444444,0.0010752688172043,0.1362007168458781,0.0003584229390681,0.0200716845878136,,43.4,49.6,45.5,45.4,52.3,47.0,52.2,48.4,52.6,45.975,50.5
フード,パッケージフード,ホワイトチョコレートチャンク＆マカダミアクッキー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508439/4524785508439_11_s.jpg,image_c80b555f-c530-4e8d-8a03-9aafed8e7a03.png,https://menu.starbucks.co.jp/4524785508439,257.0,2.9,11.9,34.5,0.3,1.2,33.3,113.0,70.0,0.1,4.4,,なし,0.011284046692607,0.0046692607003891,0.4396887159533074,0.2723735408560311,0.0463035019455252,0.0011673151750972,0.1295719844357976,0.0003891050583657,0.0171206225680933,,43.7,47.9,45.4,45.3,53.1,47.3,50.9,49.1,49.9,45.575,50.06
フード,パッケージフード,バウムクーヘン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508415/4524785508415_11_s.jpg,image_4c976511-21e5-4e1b-a345-7b6134191326.png,https://menu.starbucks.co.jp/4524785508415,207.0,3.2,13.1,19.1,0.2,0.3,18.8,70.0,38.0,0.1,4.7,,あり（アルコール分0.1%未満）,0.0154589371980676,0.0014492753623188,0.3381642512077294,0.1835748792270531,0.0632850241545893,0.0009661835748792,0.0908212560386473,0.0004830917874396,0.0227053140096618,,45.3,45.3,44.0,45.2,60.4,46.7,43.7,51.1,54.9,44.95,51.36
フード,パッケージフード,アーモンドフロランタン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508446/4524785508446_11_s.jpg,image_068e0631-6498-4f5e-88f3-20e467427c6c.png,https://menu.starbucks.co.jp/4524785508446,158.0,2.8,8.7,17.4,0.1,0.7,16.7,23.0,57.0,0.3,3.6,,なし,0.0177215189873417,0.0044303797468354,0.1455696202531645,0.360759493670886,0.0550632911392405,0.000632911392405,0.1056962025316455,0.0018987341772151,0.0227848101265822,,46.1,47.7,41.5,45.4,56.9,45.7,46.5,81.5,55.0,45.175,57.12
フード,パッケージフード,キャラメルポップコーン&プレッツェル,https://asset.menu.starbucks.co.jp/public/sku_images/4524785542655/4524785542655_11_s.jpg,image_65969984-a015-494c-8f7e-2325d98c71e0.png,https://menu.starbucks.co.jp/4524785542655,268.0,2.8,11.2,39.0,0.7,1.3,37.7,293.0,57.0,0.1,5.1,,なし,0.0104477611940298,0.0048507462686567,1.0932835820895523,0.2126865671641791,0.0417910447761194,0.0026119402985074,0.1406716417910448,0.0003731343283582,0.0190298507462686,,43.4,48.0,54.0,45.2,51.2,51.8,53.0,48.8,51.6,47.65,51.28
フード,パッケージフード,ポテトチップス シーソルト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785522596/4524785522596_11_s.jpg,image_a0452d25-c18a-4d99-b796-97a3f010be13.png,https://menu.starbucks.co.jp/4524785522596,256.0,3.0,13.4,30.9,0.4,2.5,28.5,166.0,740.0,0.1,5.1,,なし,0.01171875,0.009765625,0.6484375,2.890625,0.05234375,0.0015625,0.111328125,0.000390625,0.019921875,,43.9,52.0,48.1,49.1,55.7,48.6,47.5,49.1,52.4,48.275,50.66
フード,パッケージフード,4種のクッキーアソートボックス,https://asset.menu.starbucks.co.jp/public/sku_images/4524785553934/4524785553934_11_s.jpg,image_25793e64-7162-43c3-a726-61098d707907.png,https://menu.starbucks.co.jp/4524785553934,975.0,12.5,59.0,100.6,0.4,4.0,96.6,140.0,399.0,0.4,22.2,,なし,0.0128205128205128,0.0041025641025641,0.1435897435897435,0.4092307692307692,0.0605128205128205,0.0004102564102564,0.099076923076923,0.0004102564102564,0.0227692307692307,,44.3,47.4,41.5,45.5,59.2,45.0,45.2,49.5,55.0,44.675,50.78
